Geneid	Symbol	Young_AdLibitum.log2fpkm.mean	Young_Fast.log2fpkm.mean	Young_Refeed.log2fpkm.mean	Aged_AdLibitum.log2fpkm.mean	Aged_Fast.log2fpkm.mean	Aged_Refeed.log2fpkm.mean
ENSMUSG00000022816.12	Fstl1	3.44445349572121	2.6409848417806	3.09758744662218	2.64306083512799	2.67989919320341	2.51665886987423
ENSMUSG00000027091.15	Zc3h15	4.33345639678255	4.50903954365274	4.44139465157895	4.48800935477829	4.48623056069588	4.59073344925824
ENSMUSG00000024383.10	Map3k2	-0.123592509829427	0.187684253371442	-0.232837250265981	-0.123416224602946	0.0105708905101174	-0.23659948715709
ENSMUSG00000033788.16	Dysf	3.40600058276976	3.17812201066202	3.34779945267711	3.36347457130545	3.30300728877338	3.35331009885873
ENSMUSG00000049422.8	Chchd10	8.10950955573619	7.83538951637946	8.01269806042003	8.02447132225368	7.98405394847802	7.98995797345709
ENSMUSG00000022828.11	Gtf2e1	1.49217654229218	1.76327134685992	1.73164330792516	1.5738684750293	1.9668320149122	1.84239638160266
ENSMUSG00000053729.5	Spinkl	0.152204824758692	-0.807949047354445	-0.275389481693233	0.462281207782875	-0.119806483840952	-0.887591182478355
ENSMUSG00000038664.17	Herc1	1.54018284117498	1.76588305323403	1.61380277944741	1.6141552735193	1.83128516425915	1.63054882108484
ENSMUSG00000020572.9	Nampt	5.11694769878828	4.86782243085933	4.98406356463598	4.871246337798	4.72454089072729	5.01729664237286
ENSMUSG00000031722.11	Hp	2.52802502421869	1.41722101900141	1.27208064186644	3.22050611584936	1.36138221781935	0.665946121024878
ENSMUSG00000021189.12	Atxn3	0.715056388652328	0.963613063107593	0.550362338250435	0.712986537094938	0.784681182304183	0.543535242132309
ENSMUSG00000025176.15	Hoga1	-0.53808312896747	0.225496839701035	0.0205800715788583	0.0849771274749484	0.312613943740542	0.263044548653111
ENSMUSG00000030588.13	Yif1b	3.92030077721247	3.67521090629834	3.80091806442929	3.77146818179581	3.78045197302112	3.8086635738593
ENSMUSG00000019948.5	Actr6	1.92171842278152	1.65438692223798	1.64996533696832	1.99443152935257	1.72083689645583	1.75847457180861
ENSMUSG00000078813.4	Leng1	2.03225191385272	2.27463981058342	2.17597954974856	1.87422710980404	2.15356697466705	2.11109020828602
ENSMUSG00000016382.16	Pls3	2.66301810552084	2.23089005128397	2.40586551395832	2.27739782326896	2.18156008220902	2.1115408540129
ENSMUSG00000003316.15	Glg1	3.04353561764635	3.35030789312647	3.18510807212989	3.09264650523659	3.36950878403175	3.13980099064276
ENSMUSG00000033809.16	Alg3	2.55668168749689	2.27605753358185	2.30639157991502	2.46084674538079	2.27151647932928	2.30693549089664
ENSMUSG00000020850.15	Prpf8	4.33815098617775	4.53705791332463	4.44337042734618	4.45793871831058	4.57534189166169	4.42262149429842
ENSMUSG00000031169.14	Porcn	1.07454280256902	1.31438809969001	1.15403748375352	1.24198073581801	1.27818238366804	1.25318109587445
ENSMUSG00000028953.11	Abcf2	5.63690792764883	5.85197465762671	5.81953974073192	5.73216180244571	5.78276926146662	5.94300623953927
ENSMUSG00000041548.5	Hspb8	7.86140252757642	7.52821116205271	8.07148555540117	7.95174483254819	7.83683566014285	8.30544041955008
ENSMUSG00000034187.19	Nsf	1.08599917552804	0.796172058396928	0.845259726987253	1.07691749006249	1.01001419188802	0.743320926681976
ENSMUSG00000033943.16	Mga	1.33660871777746	1.67250917552295	1.30717708095732	1.30191420865852	1.57407181204522	1.31671799028784
ENSMUSG00000029482.5	Aacs	0.403912915326942	-0.210852428271881	0.192342132946711	-0.01567577606187	-0.369929137866823	0.165081982685062
ENSMUSG00000019087.14	Atp6ap1	5.03465229216067	4.89586394679408	4.8986591461462	5.02853388402979	4.93464495726596	4.92525898579833
ENSMUSG00000067847.14	Romo1	6.0541025362462	5.81584357113056	5.98390465772449	6.09754628048528	6.07223225806579	6.08394492534635
ENSMUSG00000028756.13	Pink1	8.21662103722828	8.43644987646207	8.54936539336571	8.50141779480295	8.50087872298293	8.58894027971956
ENSMUSG00000059482.16	2610301B20Rik	0.982830567310648	1.30155721309641	0.899639547540218	1.09903949148914	1.30342273548464	1.06611165008424
ENSMUSG00000028691.13	Prdx1	5.78499927430871	6.06152467170225	6.02433105322046	5.79370774485505	5.81979140229921	6.12448820629102
ENSMUSG00000035215.10	Lsm7	2.63157834744433	2.37353546472301	2.60042859814881	2.46907026982982	2.41947140431286	2.71394067289813
ENSMUSG00000034354.18	Mtmr3	3.54166535639642	3.70431151614695	3.75436386382063	3.52189519050278	3.65699228321188	3.6849803245889
ENSMUSG00000039105.7	Atp6v1g1	6.73990724532174	6.52843944624959	6.62000470595037	6.83028972426721	6.64121725361002	6.83043954299691
ENSMUSG00000070643.12	Sox13	1.70608329729855	2.01656938055218	1.64930617996918	1.57845275677794	1.68389472624678	1.39495476055484
ENSMUSG00000056050.16	Mia3	4.41260321429077	4.61248323710912	4.44818764977799	4.53207836242823	4.58341965337919	4.53012951884093
ENSMUSG00000037085.9	Trmt12	0.252323074268059	-0.0395745337904089	-0.111170624714162	0.247558462686686	0.0328203210549246	-0.119154162118421
ENSMUSG00000007039.13	Ddah2	2.0927984426379	1.63119961630645	2.15022967213178	1.57035883727968	1.83283876521283	1.53468846796832
ENSMUSG00000015747.6	Vps45	1.03217152617739	0.750151732910916	0.698453589951595	0.977724622740081	0.74020563999362	0.864600596035292
ENSMUSG00000020928.15	Higd1b	2.18495745268395	1.70145817958106	1.84809709462764	2.11023152783294	1.88130345407469	1.89609556498651
ENSMUSG00000054958.7	Nt5c1a	3.38161938398518	2.78958227378888	2.66961791658551	3.04688007467854	3.05724304179198	2.67126355376901
ENSMUSG00000061613.14	U2af1	3.72949603723928	3.91532367952203	3.7257598164706	3.61607977638517	3.75278257429101	3.84434416206515
ENSMUSG00000050947.10	Amigo1	3.3564299059763	2.86247570712412	3.3985161578966	3.20091421322537	2.80196954504015	3.41781784491518
ENSMUSG00000031600.12	Vps37a	3.37287476141557	3.68101764350215	3.52048836297069	3.34146992212321	3.36459539920167	3.62436605583321
ENSMUSG00000066643.13	Wdr35	0.946651655162327	0.684308952831441	0.719595679354577	0.950472216444391	0.945608825678973	0.626341697775619
ENSMUSG00000027255.15	Arfgap2	5.72009271596903	5.95042312393235	5.72282347014897	5.83261547321219	5.82617496625861	5.88610210480799
ENSMUSG00000026111.16	Unc50	3.05906223169418	3.32979446477541	3.1699465111253	3.14805663284889	3.26130041713563	3.28338269721136
ENSMUSG00000022814.7	Umps	1.07370670036743	0.817844519037807	0.785320836178155	1.21095731340516	0.84677809799191	0.844261444231071
ENSMUSG00000023965.14	Fbxl17	3.02119227542549	2.78710192282029	2.7796975505903	2.93908599684534	2.99121306119666	2.72822844304585
ENSMUSG00000031708.18	Tecr	6.84449964738764	6.54533319115226	6.71308346303682	7.09621455444997	6.91257782594964	6.95736518059005
ENSMUSG00000048546.9	Tob2	3.76204523119578	4.525615874627	3.84551644224144	3.65433369717589	4.14747953511003	3.79550074276134
