Geneid	Symbol	GElaS
ENSMFAG00000037120	PLEKHH2	0.806276142398861
ENSMFAG00000033284	SMC6	0.202179175769752
ENSMFAG00000063424	RAB30	0.28698461357837
ENSMFAG00000046369	UBR1	0.245694100800466
ENSMFAG00000050292	MAFG	0.138410663884384
ENSMFAG00000034100	TMEM183A	0.0741894011821358
ENSMFAG00000043042	INHBB	2.29856262911782
ENSMFAG00000003827	RBM14	0.459609577550957
ENSMFAG00000036458	LRP6	0.711689426248359
ENSMFAG00000038689	""	0.198155738981408
ENSMFAG00000029861	NAV1	0.0361786705089495
ENSMFAG00000035882	SPAG9	0.146455592772857
ENSMFAG00000033293	PDE1B	0
ENSMFAG00000040759	ZNFX1	0.200614371859899
ENSMFAG00000027526	NDUFS5	0.0663955900363028
ENSMFAG00000040615	BTBD7	0.314577456316123
ENSMFAG00000045064	SMIM4	0.0512717784147358
ENSMFAG00000034432	CYB5B	0.00965808980579207
ENSMFAG00000065832	""	0.366940143762104
ENSMFAG00000034427	SON	0.00557930913692437
ENSMFAG00000033980	ZNF449	0.0610038868151812
ENSMFAG00000000884	UBL4A	0.256659434173771
ENSMFAG00000062169	TMEM70	0.277392015209204
ENSMFAG00000045655	ACACA	0
ENSMFAG00000042375	MRPS21	0.153196677129954
ENSMFAG00000031210	""	0.19493815817161
ENSMFAG00000053533	COX5B	0.245545240631807
ENSMFAG00000033948	RELN	0.777035000067715
ENSMFAG00000031764	""	0.129144411657858
ENSMFAG00000002751	EPC2	0.336040872658363
ENSMFAG00000033716	ACSL1	0.32366750838695
ENSMFAG00000039090	PTAR1	0.372974543204685
ENSMFAG00000035388	ATP11B	0.53906789644794
ENSMFAG00000043853	NOL3	0.305406687304252
ENSMFAG00000037803	DDRGK1	0.0667803249622926
ENSMFAG00000062200	MYCBP	0
ENSMFAG00000037991	MKKS	0.11701714019905
ENSMFAG00000036564	ABL2	0.242590115483867
ENSMFAG00000002120	""	0.129542693271477
ENSMFAG00000038168	MRPL24	0.069329259470474
ENSMFAG00000031067	NDUFS3	0.0853272289210718
ENSMFAG00000046063	TBC1D9	0.728206560015574
ENSMFAG00000045429	ATP6V0E1	0.131601046456112
ENSMFAG00000029965	TMEM44	0.0435881247314973
ENSMFAG00000044585	ARL13B	0.278270023785996
ENSMFAG00000049457	BANF1	0.260259100098861
ENSMFAG00000043457	SLC7A1	0.646765735647972
ENSMFAG00000044103	SIGMAR1	0.223242737669382
ENSMFAG00000037575	B3GAT3	0.461693797489691
ENSMFAG00000044704	STX2	0.414063488569718
ENSMFAG00000039051	IRAK3	0.522188071688116
ENSMFAG00000046111	ENO1	0.344553466419559
ENSMFAG00000056266	GPAT3	0.8057244862234
ENSMFAG00000033959	MAST4	0.885526331638537
ENSMFAG00000000759	HYAL2	0.858160790785261
ENSMFAG00000032705	RASAL2	0.205181156920109
ENSMFAG00000028905	TRIL	0.802134729019305
ENSMFAG00000033410	ELK4	0.182502288318866
ENSMFAG00000043415	XYLT2	0.538914673176839
ENSMFAG00000033436	SMURF1	0.803406739618807
ENSMFAG00000026109	RAB3GAP1	0.442445844133749
ENSMFAG00000023169	""	0.447798558403158
ENSMFAG00000044199	OCEL1	0.000764492516764842
ENSMFAG00000037380	FZD2	0.775319650800316
ENSMFAG00000031639	MRPS23	0.120579600503462
ENSMFAG00000040952	NAF1	0.236308558654434
ENSMFAG00000042575	CFAP70	0.193399785308894
ENSMFAG00000000518	ZBTB21	0.636648849898719
ENSMFAG00000036532	PHF8	0.137126831818274
ENSMFAG00000039210	NT5DC3	0.313321106056819
ENSMFAG00000043529	NDUFB7	0.307512236742495
ENSMFAG00000042092	ZNF805	0.262903449830933
ENSMFAG00000049103	UBA52	0.115233588193965
ENSMFAG00000065248	""	0.235985269079537
ENSMFAG00000045169	LRCH3	0.151856548932639
ENSMFAG00000032233	RIF1	0.35621204006421
ENSMFAG00000031001	BSCL2	0.0387408493422125
ENSMFAG00000032340	GPAM	0.391277313969022
