Geneid	Symbol	Young_AdLibitum.log2fpkm.mean	Young_Fast.log2fpkm.mean	Young_Refeed.log2fpkm.mean	Young_GElaS
ENSMUSG00000037366.15	Pafah2	2.5721056233226	1.49244765048307	2.11673200494461	0.862937966059993
ENSMUSG00000036104.13	Rab3gap1	2.33672457952101	3.36233510884694	2.36218210155145	1.84842663675061
ENSMUSG00000005299.7	Letm1	3.32362505301826	2.42200650430695	2.93179164441535	0.738615679539032
ENSMUSG00000018740.15	Slc25a35	3.87910497428511	1.58205029144657	3.86036446922972	4.20480756030368
ENSMUSG00000027188.9	Pamr1	1.132567039694	2.62012495021661	2.19171357355025	0.510695401355508
ENSMUSG00000025937.7	Lactb2	4.14910093616455	3.10901735998215	3.6213985498397	0.728828835192514
ENSMUSG00000022540.17	Rogdi	3.71504543702182	4.86673553120157	4.39767161049389	0.649150966808802
ENSMUSG00000048355.3	Arxes1	4.15075622335783	2.65655649570877	3.05541167921735	0.447043181927746
ENSMUSG00000009633.4	G0s2	8.71447414023412	6.52047945353648	8.5379969239067	3.86362191619975
ENSMUSG00000023019.13	Gpd1	8.55298054620072	6.25799879284625	8.88444759583228	4.28588460935492
ENSMUSG00000079317.11	Trappc2	2.63260331447891	1.85650970842527	2.40597750184378	0.844259818476999
ENSMUSG00000052934.15	Fbxo31	3.23053662425385	5.37642732587405	3.9967669652428	2.22938743946412
ENSMUSG00000023249.16	Parp3	5.55379700624206	4.53471814565081	5.19272981180451	1.0647839945117
ENSMUSG00000052392.6	Acot4	0.548830679561749	3.33570363556299	1.4163071993037	2.9868640912398
ENSMUSG00000024842.9	Cabp4	-0.882856968316091	0.858309717987345	-0.332886115891381	1.46689176788037
ENSMUSG00000022747.18	St3gal6	2.08682540699516	3.3145025610607	2.54922268210602	1.17244026717966
ENSMUSG00000072676.13	Tmem254a	5.98995197680954	4.48399264270482	4.89200083972496	0.49662096845863
ENSMUSG00000027187.11	Cat	8.21194447649705	9.75998427240194	8.92674804715575	1.28083391648152
ENSMUSG00000027774.17	Gfm1	3.73128993212885	3.013696509678	3.46841622248768	0.706104271559169
ENSMUSG00000011257.20	Pabpc4	4.4675300023959	5.21707221861716	4.75636589372881	0.732965649429895
ENSMUSG00000011752.8	Pgam1	5.72708269653638	4.97464718600937	5.52160824806934	0.933182795149881
ENSMUSG00000028954.12	Nub1	4.14904533650341	4.6923947633951	4.21225273216907	0.885318071841601
ENSMUSG00000010914.11	Pdhx	4.01561179889966	3.06253110649006	3.99107006832093	1.75888725195564
ENSMUSG00000054484.15	Tmem62	2.03823781772539	3.18428393859841	2.1569920410625	1.81303669471959
ENSMUSG00000019278.6	Dpep1	5.38419321619369	6.42785613902095	6.01844670583782	0.566792746736639
ENSMUSG00000003378.10	Grik5	1.52974614540888	2.58421937561178	1.94892946143932	0.930562760236971
ENSMUSG00000021482.11	Prxl2c	4.02855805594803	4.57085017789538	4.19272393759242	0.627905252722997
ENSMUSG00000023456.17	Tpi1	7.14788164984397	5.64880764611791	6.30541729818885	0.936790107514146
